ID,PageRank
158871,0.0031570759198181475
4702,0.003105194908211648
15889,0.0029097330741684013
39206,0.0028430001471594405
226829,0.0027466919367660145
19622,0.0027207981504744965
7648,0.0026539430070666296
222927,0.002622694449962695
135042,0.0025943934963706264
15768,0.0024094164969525366
6122,0.0023871548229005444
16104,0.0023839628825800914
21460,0.0023465384190739505
150284,0.0023401200551836313
173403,0.0020882486107963705
352904,0.0020658611183614175
498962,0.002056508742153915
160113,0.0020282286891486153
160103,0.002020113029859899
6905,0.0019663973516947657
39146,0.0018880268457596356
28679,0.0018491371365003425
58557,0.0018025010014581211
23277,0.0017892602477246598
48920,0.0017060549543755684
57020,0.0016664512847105572
31661,0.001637159731675748
249838,0.0015949825470446125
197485,0.0015568736880888251
212618,0.0015518147408425287
250662,0.001522448766032419
24835,0.0015118781546632444
231113,0.0015071171602920003
44865,0.0014713379197815895
54178,0.0014631011853868249
5796,0.0014556030788660367
695882,0.0014443920838456735
45720,0.001427785057266615
62166,0.0014220219373614982
3662,0.0014010956650590968
943614,0.0013831705211267296
326148,0.0013754875428483111
567244,0.0013434033998628845
576268,0.001333648334710448
129129,0.0013223535373862638
58121,0.0013220698416950584
30253,0.0013194658652799687
14411,0.0012909313759656169
61591,0.0012589209806332536
320526,0.001249203209952421
24641,0.0012440629933634121
33941,0.001234065574699641
147246,0.0012299456699408197
24856,0.0012233174785793437
15921,0.001203364832633288
23241,0.001196471180130752
18802,0.001188622538093629
249354,0.001182472465465658
30896,0.0011717910316993271
49603,0.0011675630036153358
37870,0.0011596340513539902
234829,0.0011396234690735463
1035,0.001138851083276425
263967,0.0011212825769465378
227045,0.001111734896933683
183353,0.0011042553174453094
5129,0.00109889062016403
336759,0.0010744239734107879
252426,0.001068787129883039
160075,0.0010594595978063324
145949,0.0010594181617365392
160464,0.0010401999735287707
377726,0.0010211177090660598
175623,0.0010200504978037919
250692,0.000996237956965289
64466,0.0009815187309056522
57335,0.0009323858125185498
14352,0.000932075046851802
15999,0.0009308241309578186
50805,0.0009167096611942992
810859,0.0009048042210888366
48055,0.000904186684221764
63605,0.0008987948894971339
147738,0.0008871419305284687
131374,0.0008841827184823141
254378,0.0008801369397619225
15990,0.000877942080622703
655874,0.0008738804489106492
50641,0.0008663119443872853
225097,0.0008634783515728281
64991,0.0008572930152024315
37058,0.0008440234118063195
41472,0.0008412514181919417
243940,0.0008367835803094486
187198,0.0008356647179563607
1141720,0.0008319988545576326
59096,0.0008252851082302086
46189,0.0008185359812285574
70916,0.0007972150408293242
16113,0.0007819915549971082
40968,0.0007806480195019297
135808,0.0007685151178567495
4465,0.0007582583917053764
491826,0.0007572779485273063
551629,0.0007551550731116323
55138,0.0007538637041988577
289065,0.0007535064266266644
141014,0.0007463102651024479
142963,0.0007427050112228215
5604,0.0007383355729895459
40884,0.0007373029312958568
919736,0.0007356035488960753
1041641,0.0007327212828236762
140170,0.0007279200091554871
39054,0.0007261709061656109
61322,0.000710792718109715
436376,0.0007107628859415771
31413,0.0007056783137174937
136694,0.0007025948168543792
30009,0.0006995502161218465
1049930,0.0006987055225968869
63304,0.000691107161686494
140090,0.000690644588824908
57586,0.00068897702667586
431914,0.0006881549138897736
71127,0.0006853553347719629
51869,0.0006809471060206056
39007,0.00067407993570652
15327,0.0006660464416038533
406556,0.0006656514176415439
39099,0.0006613303350070363
46203,0.0006568491406570376
40544,0.0006520828222676236
13907,0.0006480870968556708
13982,0.0006422154152780003
137378,0.0006391201575451815
136534,0.000638347469628781
46958,0.0006308432422995984
665705,0.0006222450425615833
38808,0.0006200998695511999
205133,0.0006181693887709925
65916,0.0006166509837643413
156359,0.0006147787406763751
33875,0.000612554061799342
27031,0.0006063127363576314
740304,0.0006062715531007033
69011,0.0006043166879392917
53639,0.0006039090307303085
188415,0.0006011278086537841
261223,0.0006010452068424647
414731,0.0006000017673805785
340348,0.0005998290163050452
977863,0.0005949375571228971
393814,0.0005929505658415602
136021,0.0005785607779757285
404180,0.0005763968012215778
753836,0.0005735680564564674
5914,0.0005721119069728009
498181,0.0005705235696312149
484575,0.0005672082663134355
6301,0.0005671391932807464
31697,0.0005657479926913578
152196,0.000564496937303822
215623,0.0005643803295629215
68557,0.0005627482932564182
1124953,0.0005617417776560637
71191,0.000560685721685761
66940,0.0005595574688921879
30032,0.0005559537290859435
14338,0.0005534452618860233
358391,0.0005531035239810871
1396986,0.0005506021951986679
37318,0.0005490988506632129
1003,0.0005472838725712387
1036381,0.0005465259311279557
735382,0.0005454554945953411
14418,0.0005402983740188849
46517,0.0005378249576375083
31593,0.0005378037979692144
28336,0.0005342836513401935
336770,0.0005342616191131595
256635,0.0005336251330796714
50956,0.000531489122726546
32930,0.0005309355748721987
137380,0.0005289211541807918
6162,0.0005280297605363192
12599,0.0005271470105577147
23072,0.0005259068139851817
370861,0.0005236810853431502
148812,0.0005232019819584663
14456,0.0005204864174349368
1026031,0.0005202645888094153
49767,0.000520034705818131
159396,0.0005196036473075515
57924,0.0005182440149787696
379950,0.0005179940116019105
38391,0.0005146961063478819
1166622,0.0005126686827922626
350989,0.0005113617607699951
180688,0.0005095229715275069
956841,0.0005085453090003669
23282,0.0005074533380174415
885548,0.0005044044939175034
36753,0.0005027474884858564
51813,0.0005014886863632041
413245,0.0005008225354826539
129021,0.0004983295063784581
896437,0.0004976302651258778
1240502,0.0004948844004300295
1128033,0.0004915982380751556
137248,0.0004889588364022549
170878,0.0004886205615646975
44915,0.0004861597357956747
180395,0.00048559718093032676
152534,0.0004836574924114781
1153905,0.00048257027128163874
1214141,0.00047902333405183635
65316,0.0004770580879605028
13809,0.00047536410197411967
137600,0.0004749480954810492
170863,0.00047426078757288636
11342,0.0004742566572602805
300502,0.0004732366241938053
22889,0.0004730190303006146
160077,0.00047256922296451447
15159,0.0004721779987467823
225442,0.0004720432386761887
40095,0.00047181199939860146
44899,0.00047168284822741557
21231,0.0004701873238236956
537377,0.00046885456203097677
131359,0.00046788931316512326
215120,0.00046756307371905413
19764,0.00046501768752528873
148728,0.0004643235186515191
309905,0.00046410858650715434
23257,0.0004640810644845907
1121252,0.0004619841280401054
264842,0.0004606838935091347
254570,0.0004601311412045141
39977,0.00045952255961974304
360589,0.00045920063259226925
67666,0.0004585273952882842
220135,0.0004574998285053628
154189,0.0004551965305844494
539699,0.00045435829659379236
272462,0.00045431387669549016
216405,0.00045284797666634354
230918,0.0004526453724981268
26350,0.0004514587678957909
56494,0.0004513093235921065
41727,0.000449802514641499
1383150,0.0004477454045569101
1021992,0.00044741220932029553
262393,0.00044738661117754957
39740,0.0004472948330690537
22108,0.0004456591746628962
22478,0.00044527698830036877
464351,0.0004448055902599425
63623,0.00044252626622306735
247423,0.00044209695919230637
38250,0.0004416486742210415
216617,0.000440623507357883
216366,0.0004397714778786163
131560,0.00043515242048656414
288615,0.00043405551364573687
225417,0.0004339118565525001
156443,0.00043328369689996435
242653,0.0004332399008927315
57054,0.00043185374154268636
253202,0.0004301339911835531
355121,0.0004289753715351986
68630,0.0004285928972186943
574237,0.00042775217879156363
54129,0.00042749528773094244
26094,0.0004258599822453139
45323,0.0004255209023555787
141767,0.00042517285625447165
1396994,0.0004246102088420965
33942,0.00042420582109540123
21504,0.00042351444416740175
38301,0.0004233009304125277
809321,0.0004232551285592815
1031044,0.0004226074244109227
51168,0.00042215056073594123
158499,0.0004216033048994574
157010,0.0004205104510762332
498225,0.00042042215013538415
752825,0.0004194358784472898
153461,0.0004188833178878608
7525,0.0004187525090821695
410723,0.0004186217504729036
181830,0.0004179409270303906
1396987,0.0004173978836724146
507092,0.00041724619681587064
61918,0.00041414988001114213
187182,0.00041106305425375603
45876,0.0004109864645019549
158385,0.00040987275633745955
56949,0.00040950615849023414
180857,0.00040914710745054516
154335,0.0004042036117727476
70854,0.0004033758836206301
30961,0.00040296138914067787
38865,0.0004027304291031612
171461,0.00040166287693551954
65298,0.0004011169327342073
1111593,0.0004007297289393402
7414,0.00040061125212512047
160297,0.0003997545387850039
705840,0.00039862825036038677
4121,0.000398450984232434
126743,0.0003984208803673079
138183,0.00039803742534307864
30015,0.00039732969126039076
172066,0.00039711533385225836
15915,0.0003946522345517211
155986,0.00039369986267355874
249945,0.00039320059354548844
227891,0.000393002517108845
156099,0.0003922345031102781
156010,0.0003907705817198777
156255,0.00039058787973790407
409736,0.00038761502914603656
137474,0.00038747334688859684
35628,0.0003872830218202826
1260311,0.0003872092827367839
54725,0.0003872053839026989
153372,0.00038538311542365506
29780,0.000384887543876949
253970,0.00038465337051771557
45557,0.00038427507873119615
181016,0.00038423402914894683
14419,0.00038373540832047006
241485,0.0003835058042997258
46379,0.00038300425127452814
285091,0.000381971028891596
53715,0.0003819182736915625
62421,0.0003818648800989289
131989,0.00038069016141304796
48779,0.0003804743279820981
5691,0.00038025679985552956
45434,0.0003799273522321764
31753,0.00037959691730437146
66971,0.00037921229128530943
49302,0.00037856547879730853
13418,0.000378460795025425
29578,0.0003781500462783962
6141,0.00037809266020673163
541413,0.00037774839477750183
326048,0.0003764187639102416
989059,0.00037570978016793346
885342,0.0003752402137769825
29773,0.0003752297929988403
276766,0.0003749110332568297
261992,0.00037367295395193234
44708,0.00037322298226278173
453526,0.0003721611110817408
67841,0.00037202248052266865
203749,0.0003709468593683435
374948,0.00037087437478142463
11154,0.00037076407588798875
680587,0.0003703037755346786
241619,0.0003698636879392105
219888,0.00036983941941773953
381350,0.0003693984268686454
47868,0.0003691650616223153
150846,0.0003684576213056101
982496,0.00036818726065505154
65804,0.0003681584994907301
267999,0.00036801052927777297
34463,0.0003656589956588443
39985,0.00036549850115774173
182430,0.0003654275922066661
216223,0.000364063434433953
22942,0.0003631367156959371
214431,0.0003626579061308683
36202,0.00036192778417901177
898859,0.0003619184921387373
5584,0.0003618924790554701
137414,0.00036016577467161447
213400,0.00036001390990190145
710827,0.00035926314275649246
30727,0.00035889256192455586
29362,0.0003581258433754398
40014,0.00035790592689086234
49738,0.00035569172082544745
65516,0.00035567955033479355
251285,0.000355400194777029
46311,0.00035502323205394924
24839,0.0003548384451685319
53621,0.0003539412218797845
212450,0.00035171432048319444
66246,0.00035109343846441546
70990,0.0003510761691525537
351954,0.00035097125939456203
714682,0.0003507023607207528
415239,0.000349874853089225
173303,0.0003497896707617441
539193,0.00034910363745320916
131422,0.00034827826845165087
159516,0.000348237654803953
14350,0.00034675724701253006
57706,0.00034675677709641975
10993,0.0003460166023034578
964420,0.00034597987042059644
158619,0.00034565751944697255
847880,0.00034559260039515913
54871,0.0003454514198448369
44400,0.00034542390848249125
32705,0.0003453079874106188
1259851,0.000345245428335174
21529,0.00034514991358271707
13796,0.00034456244065429796
871774,0.00034428363990374655
351214,0.0003439218184857581
48161,0.000343840076172384
1039599,0.0003436925077163792
40070,0.0003426095431399417
36177,0.00034145833345182534
281460,0.00034128126024707587
36438,0.0003407380499327224
170573,0.0003402945340402392
220863,0.0003393368672030839
356522,0.0003383467812650925
30532,0.0003383002683296832
252490,0.00033769094179548267
178349,0.00033730736675117475
294279,0.0003358958445962387
132399,0.00033515066173057695
973411,0.00033501659301335407
58235,0.00033495236608115813
65289,0.00033461115477897773
35880,0.00033410546929614146
7885,0.00033389445307830886
213257,0.00033381613200077166
261224,0.0003334720099697055
317465,0.0003334424669974151
20832,0.0003334184315844413
988146,0.00033280549769960016
67172,0.00033215158005068233
250189,0.0003311519991308899
241198,0.00033109422204480495
566866,0.0003310766030280054
36735,0.0003301782785827992
57414,0.00033000523684416523
183282,0.00032877241709075046
138912,0.0003285887880512347
242121,0.0003276395335541301
15206,0.0003270403287046733
553122,0.00032686476599539125
36781,0.00032635544278403883
71156,0.000325563414863173
151275,0.0003252749912855699
791176,0.0003247250875268534
37506,0.00032466930989158996
28532,0.0003237692239514698
63421,0.00032298935020447814
265869,0.000322504483889605
1212255,0.000322458832944914
935199,0.0003223187186150046
261271,0.00032175416342375353
565862,0.000321728535418869
54479,0.0003215485877478308
1384493,0.00032109285121389525
157156,0.0003208859217923011
71401,0.0003193486541513398
129059,0.0003192309454390078
57886,0.0003191782218833701
36972,0.00031899852766874016
614568,0.0003188603546204965
22976,0.000318841236044403
22720,0.00031863706535452353
1022659,0.00031818499041424427
6872,0.0003180091639826305
1086597,0.00031725996713446596
29886,0.0003169043039690101
55232,0.0003167075653787517
950553,0.00031652617713843123
180492,0.0003164932917832782
54741,0.0003162296516738759
194506,0.0003158864508351364
944373,0.0003156176017774641
176772,0.0003155759628516424
771848,0.0003155453412960759
396411,0.00031537665967239995
24910,0.00031528426195978957
1107630,0.0003151492588225578
22123,0.0003148650019684613
960949,0.00031377872532850355
438174,0.0003131652036850746
392697,0.0003128186297163943
542989,0.00031221437378283926
220119,0.00031204998803660246
350935,0.00031183500246089623
7067,0.0003109858350733959
53838,0.00031060854104319807
177958,0.0003103584327910414
7081,0.00030957391718175524
13282,0.00030882959905275244
275290,0.0003086349894145959
35952,0.0003084330580118293
146828,0.00030790206518711014
209406,0.00030759791513154005
20895,0.0003073539930447153
137327,0.00030630127759029746
9950,0.0003053429036754655
60895,0.0003052593537326929
1074670,0.0003047177742850129
71181,0.000304688556471799
1025444,0.0003040061135568461
171289,0.00030368404320285875
137935,0.0003035451116771396
46744,0.0003032594343716603
36985,0.00030303821920213083
39597,0.00030249481732320987
37366,0.00030227792747769154
28762,0.0003022647170098234
152585,0.00030164680415021823
620936,0.00030148821250179127
1004,0.0003012427817111598
362355,0.0003010726466077116
281481,0.00030101307513377966
128614,0.00030093839574601376
416386,0.00030091978825604786
132847,0.000300580105782527
11136,0.000300268770770086
1023563,0.0003002575472870887
1404888,0.0002996659693211056
44493,0.0002990850754583656
52085,0.00029758269077164503
40947,0.0002975485128852239
140568,0.0002972677592993179
71251,0.0002970125914848778
1148135,0.0002969870022831133
377807,0.0002962521559077665
407497,0.00029520324698722403
347364,0.0002947321852833848
146522,0.00029445203331007335
215521,0.00029407349061668676
159996,0.00029389223781081284
992435,0.00029383539796009293
396479,0.0002933932751371001
345784,0.0002929430797114717
60543,0.0002925321582958364
35850,0.0002924275572919624
39606,0.00029188078156170945
1107415,0.000291348977092493
137995,0.00029131136711610584
277264,0.0002911133067621064
285520,0.00028979797878229057
50227,0.00028960071570557477
38162,0.00028955215605344246
747346,0.0002895005443035426
32448,0.00028853244319711685
49305,0.0002883734668066482
250461,0.0002881021167368566
1396992,0.0002879527615452166
1209518,0.0002877023999927903
186178,0.0002876772973318214
316632,0.0002874081168419276
1015022,0.0002873185792906503
41664,0.0002869991131695938
1122351,0.0002865172756057237
269744,0.0002862886419555733
233875,0.00028625203950249017
1005494,0.00028585401482700393
546734,0.0002857807141489683
23736,0.0002857473520965862
130276,0.0002850487572884535
30911,0.00028502869464288325
256604,0.0002849900502864435
132882,0.0002845949670304829
481058,0.00028459040976580444
919606,0.00028451627219456025
562552,0.00028450863919409625
215349,0.00028304867959994743
41518,0.00028248142320625244
143630,0.000281841758071148
250635,0.00028161107337165735
268559,0.00028158954059861183
147436,0.00028153120167092623
224633,0.00028021452475352344
506749,0.0002800114035024028
24850,0.0002794303132981065
323524,0.0002790641465115752
215368,0.00027897871193946646
38317,0.00027830033332375135
31858,0.00027786555566153515
156374,0.00027749053223843564
58217,0.0002770973822914033
1001691,0.00027680351546529805
130624,0.00027657213276678064
798925,0.00027608550534371785
487333,0.000275528939112769
63672,0.0002750714612311904
719140,0.0002749485499206937
6083,0.0002747152875217487
1396988,0.000274662790690397
421103,0.000274493793273501
680006,0.00027448622383211875
56399,0.00027399203923997355
502167,0.0002739916496061104
240904,0.000273366464363684
29664,0.00027323373483619705
267848,0.0002731294425453075
131174,0.000273011413252769
16052,0.00027272693194119966
336785,0.0002726954836676019
136033,0.0002725406162552628
310229,0.0002719048454601124
1237119,0.00027185124979696516
69757,0.00027170003656024435
129510,0.00027145002292167347
70538,0.0002713439403933515
1397002,0.00027127122695576826
668597,0.000270953386762508
15137,0.0002708025950290899
61999,0.00027079845024269826
1094514,0.00027015221341352287
1304745,0.0002700320109686237
1172206,0.000269966124021035
584472,0.0002695979083488736
135831,0.00026862100342795256
220433,0.0002682838042846538
540988,0.0002678072389706375
38557,0.00026756697244134555
39116,0.0002666442553830978
151817,0.00026663923695613976
160025,0.00026594340232251513
650048,0.000264864529995677
4774,0.00026478181415965306
131291,0.0002640410024508366
22821,0.00026359988471549433
149715,0.0002632814615607719
21342,0.0002632383909257692
136544,0.00026285358798268697
51309,0.0002624821506871304
54095,0.00026242168870817
315686,0.00026225039869836106
29919,0.0002622114489035268
226176,0.0002619827578810781
572962,0.00026165338664355846
1408878,0.0002610686886407653
144211,0.0002607691540199898
597534,0.00026058450171947923
669150,0.0002605451096821572
521254,0.0002603188519919669
158366,0.0002602423612683167
38311,0.0002602091909498479
63962,0.0002600628127535979
1124851,0.0002599035393250978
39456,0.0002595632669516553
1110116,0.00025916800776310027
252940,0.00025769952457529446
229756,0.0002574604277381272
316314,0.00025705406310686066
1318405,0.0002567822723791237
260755,0.0002560356717997968
800745,0.0002560217798708657
24803,0.00025579162249826605
149227,0.0002551921294306482
1075048,0.00025487170737391963
186992,0.0002548159976328612
260539,0.00025477210053994286
138122,0.0002547008823944015
64756,0.0002544009547487785
402143,0.00025412319307011516
834031,0.0002530551255876088
53779,0.0002529666139636428
29987,0.0002523894565719498
400954,0.0002522117351321592
223226,0.00025216068779611767
35586,0.0002521555834591902
428593,0.00025105699848383504
351239,0.00025098764049595596
152504,0.0002509238624018591
995688,0.00025090934833865827
149675,0.00025079406293660345
33926,0.000250072033240566
58626,0.00024964146610546335
71128,0.00024956876531616334
153233,0.0002494625438440484
1164936,0.0002492997020810867
